,f_10,f_15,f_20,f_21,f_22,f_25,f_26,f_27,f_34,f_48,target
699,0.18,0.17,0.18,0.22,69.09,239.69,0.18,3.83,1.1,65.81,0
700,0.15,0.16,0.33,0.46,69.09,239.69,0.18,3.83,1.22,65.98,0
701,0.12,0.14,0.14,0.17,69.09,239.69,0.18,3.83,1.1,65.81,0
702,0.09,0.13,0.18,0.19,69.09,239.69,0.18,3.83,1.09,66.25,0
703,0.17,0.15,0.17,0.18,69.09,239.69,0.18,3.83,1.22,66.23,0
704,0.14,0.16,0.16,0.18,69.09,239.69,0.18,3.83,1.22,66.17,0
705,0.16,0.13,0.15,0.16,69.09,239.69,0.18,3.83,1.09,66.18,0
706,0.22,0.17,0.2,0.2,69.09,239.69,0.18,3.83,1.09,66.09,0
707,0.3,0.2,0.27,0.27,69.09,239.69,0.18,3.83,1.09,66.4,0
708,0.2,0.13,0.19,0.19,69.09,239.69,0.18,3.83,1.1,65.99,0
709,0.12,0.1,0.12,0.15,69.09,239.69,0.18,3.83,0.36,65.59,0
710,0.13,0.11,0.15,0.17,69.09,239.69,0.18,3.83,1.22,66.2,0
711,0.17,0.13,0.17,0.19,69.09,239.69,0.18,3.83,1.22,65.87,0
712,0.12,0.15,0.15,0.19,69.09,239.69,0.18,3.83,1.22,65.99,0
713,0.21,0.17,0.25,0.34,69.09,239.69,0.18,3.83,1.1,65.71,0
714,0.16,0.15,0.16,0.18,69.09,239.69,0.18,3.83,1.09,66.03,0
715,0.2,0.15,0.19,0.2,69.09,239.69,0.18,3.83,1.09,66.04,0
716,0.15,0.15,0.17,0.18,69.09,239.69,0.18,3.83,1.09,66.05,0
717,0.12,0.14,0.16,0.18,69.09,239.69,0.18,3.83,1.22,66.25,0
718,0.17,0.15,0.18,0.19,69.09,239.69,0.18,3.83,1.09,66.17,0
719,0.18,0.19,0.17,0.21,69.09,239.69,0.18,3.83,0.0,65.34,0
720,0.22,0.19,0.22,0.23,69.09,239.69,0.18,3.83,1.22,66.15,0
721,0.18,0.16,0.16,0.19,69.09,239.69,0.18,3.83,1.22,66.23,0
722,0.14,0.17,0.16,0.19,69.09,239.69,0.18,3.83,1.22,66.22,0
723,0.13,0.16,0.14,0.18,69.09,239.69,0.18,3.83,1.1,65.8,0
724,0.14,0.15,0.16,0.18,69.09,239.69,0.18,3.83,1.09,66.26,0
725,0.21,0.17,0.21,0.21,69.09,239.69,0.18,3.83,1.22,66.23,0
726,0.19,0.12,0.18,0.18,69.09,239.69,0.18,3.83,1.09,66.16,0
727,0.12,0.16,0.17,0.2,69.09,239.69,0.18,3.83,1.22,66.22,0
728,0.11,0.14,0.18,0.19,69.09,239.69,0.18,3.83,1.09,66.21,0
729,0.07,0.12,0.12,0.15,69.09,239.69,0.18,3.83,1.09,65.98,0
730,0.18,0.16,0.16,0.17,69.09,239.69,0.18,3.83,1.09,66.11,0
731,0.08,0.13,0.24,0.37,69.09,239.69,0.18,3.83,1.24,65.57,0
732,0.11,0.14,0.16,0.2,69.09,239.69,0.18,3.83,1.1,65.98,0
733,0.28,0.13,0.25,0.29,55.85,221.97,0.87,5.07,1.23,65.72,0
734,0.25,0.24,0.28,0.34,55.85,221.97,0.87,5.07,1.22,65.87,1
735,0.19,0.2,0.27,0.3,55.85,221.97,0.87,5.07,1.09,65.93,0
736,0.16,0.21,0.25,0.3,55.85,221.97,0.87,5.07,1.1,65.72,0
737,0.27,0.12,0.3,0.41,55.85,221.97,0.87,5.07,1.22,65.81,0
738,0.28,0.11,0.24,0.28,55.85,221.97,0.87,5.07,1.22,65.87,1
739,0.25,0.17,0.23,0.25,55.85,221.97,0.87,5.07,1.23,65.77,0
740,0.12,0.25,0.28,0.35,55.85,221.97,0.87,5.07,1.1,65.59,0
741,0.16,0.19,0.22,0.3,55.85,221.97,0.87,5.07,1.22,65.86,0
742,0.14,0.18,0.22,0.3,55.85,221.97,0.87,5.07,1.09,66.04,0
743,0.18,0.28,0.3,0.32,55.85,221.97,0.87,5.07,1.09,65.94,0
744,0.11,0.27,0.26,0.34,55.85,221.97,0.87,5.07,1.1,65.79,1
745,0.19,0.22,0.24,0.32,55.85,221.97,0.87,5.07,1.09,65.85,0
746,0.14,0.23,0.26,0.31,55.85,221.97,0.87,5.07,1.09,66.06,0
747,0.35,0.24,0.31,0.36,55.85,221.97,0.87,5.07,1.22,65.94,0
748,0.17,0.19,0.27,0.3,55.85,221.97,0.87,5.07,1.09,65.89,0
749,0.17,0.18,0.26,0.26,55.85,221.97,0.87,5.07,1.09,65.79,0
750,0.13,0.19,0.24,0.28,55.85,221.97,0.87,5.07,1.1,65.59,0
751,0.14,0.24,0.26,0.31,55.85,221.97,0.87,5.07,1.09,66.07,0
752,0.17,0.15,0.24,0.27,55.85,221.97,0.87,5.07,1.09,65.93,0
753,0.16,0.18,0.19,0.23,55.85,221.97,0.87,5.07,1.1,65.83,0
754,0.21,0.21,0.26,0.31,55.85,221.97,0.87,5.07,1.1,65.81,0
755,0.22,0.18,0.27,0.31,55.85,221.97,0.87,5.07,1.1,65.82,1
756,0.19,0.17,0.2,0.22,55.85,221.97,0.87,5.07,1.09,65.93,0
757,0.16,0.21,0.3,0.31,55.85,221.97,0.87,5.07,1.09,65.96,0
758,0.13,0.24,0.27,0.31,55.85,221.97,0.87,5.07,1.09,65.87,0
759,0.16,0.23,0.25,0.32,55.85,221.97,0.87,5.07,1.09,66.21,0
760,0.17,0.25,0.27,0.3,55.85,221.97,0.87,5.07,1.09,66.17,0
761,0.19,0.18,0.25,0.27,55.85,221.97,0.87,5.07,1.1,65.69,0
762,0.18,0.23,0.24,0.29,55.85,221.97,0.87,5.07,1.09,65.86,0
763,0.18,0.19,0.24,0.26,55.85,221.97,0.87,5.07,1.23,65.68,0
764,0.28,0.17,0.24,0.27,55.85,221.97,0.87,5.07,1.22,65.89,0
765,0.14,0.21,0.23,0.31,55.85,221.97,0.87,5.07,1.09,65.93,0
766,0.2,0.21,0.21,0.28,55.85,221.97,0.87,5.07,1.09,65.88,0
767,0.37,0.13,0.35,0.44,55.85,221.97,0.87,5.07,1.09,65.84,0
768,0.16,0.2,0.22,0.24,55.85,221.97,0.87,5.07,1.09,65.88,0
769,0.14,0.28,0.3,0.31,55.85,221.97,0.87,5.07,1.1,65.73,0
770,0.21,0.22,0.28,0.33,55.85,221.97,0.87,5.07,1.09,66.2,0
771,0.15,0.24,0.27,0.3,55.85,221.97,0.87,5.07,1.09,66.0,0
772,0.17,0.24,0.29,0.32,55.85,221.97,0.87,5.07,1.09,65.92,0
773,0.47,0.34,0.54,0.68,55.85,221.97,0.87,5.07,1.09,66.02,0
774,0.17,0.19,0.2,0.24,55.85,221.97,0.87,5.07,1.1,65.72,0
775,0.22,0.21,0.26,0.29,55.85,221.97,0.87,5.07,1.09,65.86,0
776,0.11,0.22,0.24,0.28,55.85,221.97,0.87,5.07,1.09,65.95,0
777,0.24,0.25,0.27,0.3,55.85,221.97,0.87,5.07,1.09,66.05,0
778,0.35,0.23,0.4,0.52,55.85,221.97,0.87,5.07,1.09,65.89,0
779,0.1,0.21,0.28,0.34,55.85,221.97,0.87,5.07,1.1,65.8,1
780,0.16,0.27,0.31,0.32,55.85,221.97,0.87,5.07,1.09,65.98,0
781,0.2,0.22,0.27,0.31,55.85,221.97,0.87,5.07,1.09,66.07,0
782,0.17,0.22,0.21,0.28,55.85,221.97,0.87,5.07,1.09,65.98,0
783,0.31,0.18,0.26,0.29,55.85,221.97,0.87,5.07,1.23,65.76,0
784,0.14,0.21,0.23,0.28,55.85,221.97,0.87,5.07,1.1,65.72,0
785,0.12,0.27,0.27,0.33,55.85,221.97,0.87,5.07,1.09,65.87,0
786,0.15,0.3,0.29,0.36,55.85,221.97,0.87,5.07,1.09,65.95,0
787,0.14,0.23,0.22,0.28,55.85,221.97,0.87,5.07,1.09,65.95,0
788,0.2,0.19,0.26,0.25,55.85,221.97,0.87,5.07,1.09,65.92,0
789,0.19,0.2,0.27,0.31,55.85,221.97,0.87,5.07,1.1,65.79,0
790,0.23,0.24,0.3,0.32,55.85,221.97,0.87,5.07,1.09,65.79,0
791,0.26,0.23,0.26,0.28,55.85,221.97,0.87,5.07,1.22,65.94,0
792,0.13,0.17,0.2,0.23,55.85,221.97,0.87,5.07,1.09,65.84,0
793,0.17,0.2,0.27,0.3,55.85,221.97,0.87,5.07,1.09,65.88,0
794,0.29,0.18,0.24,0.25,55.85,221.97,0.87,5.07,1.1,65.66,0
795,0.15,0.22,0.21,0.24,55.85,221.97,0.87,5.07,1.09,65.85,0
796,0.16,0.2,0.24,0.26,55.85,221.97,0.87,5.07,1.09,65.85,0
797,0.17,0.17,0.18,0.23,55.85,221.97,0.87,5.07,1.1,65.73,0
798,0.21,0.27,0.38,0.34,55.85,221.97,0.87,5.07,1.09,65.93,0
799,0.12,0.29,0.33,0.34,55.85,221.97,0.87,5.07,1.11,65.45,0
800,0.12,0.26,0.28,0.33,55.85,221.97,0.87,5.07,1.09,65.97,0
801,0.18,0.21,0.23,0.32,55.85,221.97,0.87,5.07,1.09,66.03,0
802,0.21,0.17,0.21,0.21,55.85,221.97,0.87,5.07,1.22,65.92,0
803,0.23,0.33,0.34,0.37,55.85,221.97,0.87,5.07,0.0,65.35,0
804,0.51,0.34,0.58,0.7,55.85,221.97,0.87,5.07,1.23,65.49,0
805,0.13,0.25,0.22,0.29,55.85,221.97,0.87,5.07,1.09,65.88,0
806,0.21,0.17,0.23,0.24,55.85,221.97,0.87,5.07,1.09,65.86,0
807,0.18,0.24,0.27,0.3,55.85,221.97,0.87,5.07,1.09,65.87,0
808,0.16,0.25,0.24,0.3,55.85,221.97,0.87,5.07,1.09,66.11,0
809,0.21,0.27,0.26,0.31,55.85,221.97,0.87,5.07,1.09,65.95,0
810,0.16,0.21,0.27,0.3,55.85,221.97,0.87,5.07,1.09,65.95,0
811,0.1,0.33,0.32,0.34,55.85,221.97,0.87,5.07,1.11,65.49,0
812,0.15,0.2,0.27,0.3,55.85,221.97,0.87,5.07,1.1,65.67,0
813,0.13,0.25,0.28,0.3,55.85,221.97,0.87,5.07,1.09,66.03,0
814,0.19,0.22,0.23,0.28,55.85,221.97,0.87,5.07,1.22,65.77,0
815,0.4,0.29,0.55,0.69,55.85,221.97,0.87,5.07,1.09,65.78,0
816,0.15,0.26,0.28,0.35,55.85,221.97,0.87,5.07,1.1,65.8,0
817,0.16,0.22,0.23,0.27,55.85,221.97,0.87,5.07,1.22,66.17,0
818,0.13,0.18,0.25,0.27,55.85,221.97,0.87,5.07,1.1,65.75,0
819,0.13,0.26,0.28,0.28,55.85,221.97,0.87,5.07,1.09,66.04,0
820,0.21,0.19,0.26,0.28,55.85,221.97,0.87,5.07,1.09,65.94,0
821,0.24,0.26,0.32,0.34,55.85,221.97,0.87,5.07,1.09,66.04,0
822,0.17,0.3,0.33,0.35,55.85,221.97,0.87,5.07,1.09,66.1,0
823,0.17,0.17,0.2,0.21,55.85,221.97,0.87,5.07,1.22,65.89,0
824,0.14,0.22,0.24,0.29,55.85,221.97,0.87,5.07,1.1,65.6,0
825,0.12,0.19,0.21,0.27,55.85,221.97,0.87,5.07,1.09,65.9,0
826,0.22,0.23,0.25,0.27,55.85,221.97,0.87,5.07,1.09,65.97,0
827,0.14,0.19,0.23,0.28,55.85,221.97,0.87,5.07,1.1,65.68,0
828,0.11,0.24,0.21,0.26,55.85,221.97,0.87,5.07,1.09,65.93,0
829,0.12,0.22,0.25,0.28,55.85,221.97,0.87,5.07,1.09,65.99,0
830,0.27,0.18,0.25,0.34,55.85,221.97,0.87,5.07,1.09,65.92,0
831,0.12,0.23,0.24,0.27,55.85,221.97,0.87,5.07,1.09,65.95,0
832,0.13,0.17,0.29,0.27,55.85,221.97,0.87,5.07,1.09,65.94,0
833,0.22,0.23,0.25,0.3,55.85,221.97,0.87,5.07,1.22,65.84,0
834,0.13,0.22,0.25,0.27,55.85,221.97,0.87,5.07,1.09,65.9,0
835,0.3,0.19,0.31,0.38,55.85,221.97,0.87,5.07,1.09,66.2,0
836,0.32,0.25,0.28,0.3,55.85,221.97,0.87,5.07,1.23,65.61,0
837,0.19,0.27,0.3,0.32,55.85,221.97,0.87,5.07,1.09,66.11,0
838,0.24,0.16,0.24,0.26,55.85,221.97,0.87,5.07,1.09,65.92,0
839,0.15,0.28,0.33,0.36,55.85,221.97,0.87,5.07,1.09,66.16,0
840,0.09,0.29,0.21,0.34,55.85,221.97,0.87,5.07,1.09,65.9,0
841,0.14,0.21,0.2,0.25,55.85,221.97,0.87,5.07,1.1,65.76,0
842,0.21,0.23,0.23,0.27,55.85,221.97,0.87,5.07,1.09,65.89,0
843,0.39,0.17,0.38,0.44,55.85,221.97,0.87,5.07,1.1,65.61,0
844,0.12,0.19,0.22,0.28,55.85,221.97,0.87,5.07,1.09,65.95,0
845,0.26,0.32,0.31,0.41,55.85,221.97,0.87,5.07,1.09,66.15,0
846,0.16,0.19,0.22,0.26,55.85,221.97,0.87,5.07,1.09,65.81,0
847,0.15,0.22,0.2,0.28,55.85,221.97,0.87,5.07,1.1,65.78,0
848,0.15,0.2,0.2,0.24,55.85,221.97,0.87,5.07,1.09,66.01,0
849,0.08,0.21,0.22,0.23,55.85,221.97,0.87,5.07,1.11,65.41,0
850,0.17,0.19,0.2,0.23,55.85,221.97,0.87,5.07,1.1,65.64,0
851,0.16,0.31,0.34,0.35,55.85,221.97,0.87,5.07,1.09,66.21,0
852,0.17,0.23,0.26,0.29,55.85,221.97,0.87,5.07,1.1,65.59,0
853,0.13,0.2,0.22,0.26,55.85,221.97,0.87,5.07,1.09,66.0,0
854,0.1,0.27,0.25,0.31,55.85,221.97,0.87,5.07,1.09,65.98,0
855,0.09,0.17,0.19,0.25,55.85,221.97,0.87,5.07,1.09,65.88,0
856,0.16,0.16,0.18,0.23,55.85,221.97,0.87,5.07,1.1,65.8,0
857,0.25,0.25,0.26,0.31,55.85,221.97,0.87,5.07,1.1,65.93,1
858,0.14,0.2,0.23,0.29,55.85,221.97,0.87,5.07,1.09,66.15,0
859,0.16,0.25,0.23,0.3,55.85,221.97,0.87,5.07,1.09,66.06,0
860,0.14,0.2,0.22,0.25,55.85,221.97,0.87,5.07,1.23,65.71,0
861,0.12,0.2,0.22,0.28,55.85,221.97,0.87,5.07,1.1,65.63,0
862,0.17,0.2,0.23,0.23,55.85,221.97,0.87,5.07,1.09,66.13,0
863,0.08,0.21,0.24,0.28,55.85,221.97,0.87,5.07,1.1,65.65,0
864,0.18,0.18,0.22,0.25,55.85,221.97,0.87,5.07,1.1,65.75,0
865,0.12,0.18,0.19,0.21,55.85,221.97,0.87,5.07,1.09,65.87,0
866,0.17,0.16,0.2,0.21,55.85,221.97,0.87,5.07,1.1,65.81,0
867,0.28,0.21,0.31,0.43,55.85,221.97,0.87,5.07,1.22,65.87,0
868,0.14,0.2,0.21,0.25,55.85,221.97,0.87,5.07,0.0,65.37,0
869,0.16,0.18,0.18,0.23,55.85,221.97,0.87,5.07,1.09,65.89,0
870,0.16,0.19,0.21,0.25,55.85,221.97,0.87,5.07,1.1,65.7,0
871,0.13,0.18,0.19,0.23,55.85,221.97,0.87,5.07,1.1,65.75,0
872,0.15,0.17,0.17,0.21,55.85,221.97,0.87,5.07,1.09,65.96,1
873,0.13,0.23,0.24,0.25,55.85,221.97,0.87,5.07,1.1,65.82,0
874,0.16,0.23,0.23,0.27,55.85,221.97,0.87,5.07,1.09,66.01,0
875,0.2,0.2,0.21,0.24,55.85,221.97,0.87,5.07,1.23,65.74,0
876,0.3,0.24,0.27,0.28,55.85,221.97,0.87,5.07,1.22,65.79,0
877,0.18,0.18,0.2,0.23,55.85,221.97,0.87,5.07,1.1,65.67,0
878,0.31,0.25,0.27,0.29,55.85,221.97,0.87,5.07,1.09,66.22,0
879,0.26,0.21,0.24,0.24,55.85,221.97,0.87,5.07,1.1,65.8,0
880,0.09,0.16,0.19,0.27,55.85,221.97,0.87,5.07,1.22,66.07,0
881,0.28,0.18,0.26,0.31,55.85,221.97,0.87,5.07,1.1,65.76,0
882,0.17,0.15,0.19,0.21,55.85,221.97,0.87,5.07,1.09,65.92,0
883,0.13,0.17,0.19,0.22,55.85,221.97,0.87,5.07,1.09,65.91,0
884,0.2,0.2,0.21,0.25,55.85,221.97,0.87,5.07,1.09,65.91,0
885,0.13,0.22,0.19,0.24,55.85,221.97,0.87,5.07,1.22,65.85,0
886,0.15,0.3,0.28,0.35,55.85,221.97,0.87,5.07,1.09,66.01,0
887,0.1,0.18,0.18,0.23,55.85,221.97,0.87,5.07,1.22,65.97,0
888,0.29,0.25,0.27,0.27,55.85,221.97,0.87,5.07,1.09,66.18,0
889,0.13,0.16,0.18,0.2,55.85,221.97,0.87,5.07,1.1,65.85,0
890,0.25,0.18,0.23,0.21,55.85,221.97,0.87,5.07,1.1,65.89,0
891,0.2,0.17,0.21,0.22,55.85,221.97,0.87,5.07,1.1,65.71,0
892,0.23,0.22,0.28,0.28,55.85,221.97,0.87,5.07,1.1,65.64,0
893,0.13,0.23,0.26,0.27,55.85,221.97,0.87,5.07,1.1,65.77,0
894,0.13,0.31,0.34,0.37,55.85,221.97,0.87,5.07,1.09,65.85,0
895,0.28,0.26,0.33,0.32,55.85,221.97,0.87,5.07,1.09,65.83,0
896,0.23,0.29,0.34,0.34,55.85,221.97,0.87,5.07,1.09,65.94,0
897,0.38,0.5,0.58,0.73,55.85,221.97,0.87,5.07,1.09,65.94,0
898,0.12,0.33,0.33,0.38,55.85,221.97,0.87,5.07,1.09,66.02,0
899,0.13,0.2,0.2,0.26,55.85,221.97,0.87,5.07,1.09,66.01,0
900,0.6,0.34,0.65,0.77,55.85,221.97,0.87,5.07,1.21,66.1,0
901,0.12,0.28,0.23,0.34,55.85,221.97,0.87,5.07,1.09,66.16,0
902,0.2,0.23,0.23,0.27,55.85,221.97,0.87,5.07,1.09,66.19,0
903,0.23,0.16,0.21,0.23,55.85,221.97,0.87,5.07,1.23,65.81,0
904,0.2,0.2,0.24,0.27,55.85,221.97,0.87,5.07,1.24,65.5,0
905,0.27,0.19,0.22,0.22,55.85,221.97,0.87,5.07,1.23,65.62,0
906,0.14,0.2,0.19,0.22,55.85,221.97,0.87,5.07,1.1,65.68,0
907,0.14,0.2,0.2,0.22,55.85,221.97,0.87,5.07,1.09,65.8,0
908,0.15,0.18,0.21,0.25,55.85,221.97,0.87,5.07,1.09,65.95,0
909,0.17,0.24,0.23,0.28,55.85,221.97,0.87,5.07,1.1,65.81,0
910,0.11,0.21,0.2,0.25,55.85,221.97,0.87,5.07,1.1,65.81,0
911,0.27,0.23,0.24,0.29,55.85,221.97,0.87,5.07,1.09,65.93,0
912,0.23,0.18,0.25,0.25,55.85,221.97,0.87,5.07,1.09,65.94,0
913,0.12,0.31,0.28,0.36,55.85,221.97,0.87,5.07,1.09,66.26,0
914,0.13,0.22,0.23,0.28,55.85,221.97,0.87,5.07,1.1,65.81,0
915,0.16,0.27,0.24,0.3,55.85,221.97,0.87,5.07,1.1,65.94,0
916,0.2,0.17,0.25,0.28,55.85,221.97,0.87,5.07,1.22,65.89,0
917,0.12,0.2,0.22,0.26,55.85,221.97,0.87,5.07,1.09,65.99,0
918,0.13,0.22,0.22,0.24,55.85,221.97,0.87,5.07,0.0,65.39,0
919,0.2,0.19,0.24,0.26,55.85,221.97,0.87,5.07,1.23,65.66,0
920,0.1,0.26,0.22,0.28,55.85,221.97,0.87,5.07,1.09,66.11,0
921,0.34,0.17,0.4,0.51,55.85,221.97,0.87,5.07,1.09,66.04,0
922,0.22,0.2,0.24,0.23,55.85,221.97,0.87,5.07,1.22,65.88,0
923,0.16,0.19,0.18,0.22,55.85,221.97,0.87,5.07,1.09,65.94,0
924,0.12,0.19,0.18,0.24,55.85,221.97,0.87,5.07,1.09,66.12,0
925,0.3,0.22,0.29,0.28,55.85,221.97,0.87,5.07,1.22,65.83,0
926,0.14,0.2,0.2,0.23,55.85,221.97,0.87,5.07,1.22,66.19,0
927,0.14,0.19,0.24,0.25,55.85,221.97,0.87,5.07,1.1,65.88,0
928,0.2,0.2,0.24,0.24,55.85,221.97,0.87,5.07,1.22,65.91,0
929,0.19,0.25,0.18,0.27,55.85,221.97,0.87,5.07,1.11,65.5,0
930,0.27,0.19,0.23,0.24,55.85,221.97,0.87,5.07,1.1,65.82,0
931,0.21,0.22,0.21,0.24,55.85,221.97,0.87,5.07,1.22,65.82,0
932,0.17,0.19,0.23,0.26,55.85,221.97,0.87,5.07,1.1,65.85,0
933,0.17,0.16,0.18,0.2,55.85,221.97,0.87,5.07,1.23,65.7,0
934,0.3,0.21,0.28,0.26,55.85,221.97,0.87,5.07,1.09,65.91,0
935,0.25,0.23,0.23,0.24,55.85,221.97,0.87,5.07,1.09,65.97,0
936,0.2,0.17,0.21,0.21,55.85,221.97,0.87,5.07,1.23,65.65,0
